"X.words","word_cnt","description","DONE","date","estimate","actual"
"@bbc,@receng,@1461","1,1,1,1,1,1,1,1",6645,1,2012-10-30,1,1
"@bbc,@receng,@1461","1,1,1,1,1,1,1,1",6656,1,2012-10-30,1,1
"@bbc,@planning","1,1",7467,0,2012-10-30,1,NA
"@bbc,@bbcme,@1493","1,1,1,1,1,1,1,1,1,1",7907,1,2012-10-30,1,1
"@bbc,@bbcme,@1493","1,1,1,1,1,1,1",8141,0,2012-10-30,3,1
"@bbc,@receng,@architecture","1,1,1",1160,0,2012-10-31,2,3
"@bbc,@bbcme,@1493","1,1,1,1,1,1,1,1",4589,0,2012-10-31,6,4
"@bbc,@bbcme,@unexp,@setup","1,1,1,1,1,1,1,1,1,1",5129,1,2012-10-31,1,2
"@bbc,@planning","1,1",7467,1,2012-10-31,1,4
"@bbc,@bbcme,@1493","1,1,1,1,1,1,1,1",2982,1,2012-11-01,2,2
"@bbc,@bbcme,@1493","1,1,1,1",3560,1,2012-11-01,3,2
"@bbc,@bbcme,@meeting","1,1,1,1",4290,1,2012-11-01,2,1
"@bbc,@bbcme,@meeting","1,1",6659,1,2012-11-01,3,2
"@bbc,@planning","1,1",7467,1,2012-11-01,1,1
"@bbc,@bbcme,@1491","1,1,1,1,1,1,1,1",9445,0,2012-11-01,3,1
"@bbc,@receng,@architecture","1,1,1,1,1,1,1,1,1,1,1,1,1",9579,1,2012-11-01,1,1
"@bbc,@receng,@meeting","1,1,1",831,1,2012-11-02,2,3
"@bbc,@bbcme,@1491","1,1,1,1,2,1,1,1,1,1",925,0,2012-11-02,4,5
"@bbc,@receng,@architecture","1,1,1,1,1",5914,1,2012-11-02,1,2
"@bbc,@mail","1,1,1,1,1",7394,1,2012-11-02,1,1
"@bbc,@planning","1,1",7467,0,2012-11-02,1,1
"@bbc,@bbcme,@meeting,@otag","1,1,1,1,1",8196,1,2012-11-02,1,2
"@bbc,@retrospective,@meeting","1",1,1,2012-11-05,2,2
"@bbc,@planning,@meeting","1",1,1,2012-11-05,3,3
"@bbc,@bbcme,@1400","1,1,1,1,1,1",5130,1,2012-11-05,2,1
"@bbc,@receng,@1460","1,1,1,1",5157,0,2012-11-05,1,NA
"@clojure,@weekly","1,1,1,1,1,1,1,1,1",5364,1,2012-11-05,1,1
"@bbc,@planning,@meeting","2,1,1,1,1,1,1,1",7161,1,2012-11-05,1,1
"@bbc,@planning","1,1",7467,1,2012-11-05,1,0
"@bbc,@sicp","1,1,1,1",8783,0,2012-11-05,1,NA
"@bbc,@bbcme,@1428","1,1,1,1,1,1,1,1",9384,1,2012-11-05,1,1
"@bbc,@receng,@1460","1,1,1,1",9701,1,2012-11-05,2,3
"@bbc,@receng,@1460","1,1,1,1,1",9709,1,2012-11-05,2,2
"@bbc,@craft","2,1,1,1,1,1,1",59,0,2012-11-06,1,NA
"@recommendo","1,1,1",1077,1,2012-11-06,2,1
"@bbc,@receng","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",2370,0,2012-11-06,2,NA
"@bbc,@receng","1,1,1,1,1,1,1,1,1,1,1",2736,0,2012-11-06,2,NA
"@bbc,@receng","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",2933,0,2012-11-06,1,NA
"@bbc,@receng","1,1,1,1,1,1,1,1,2,1,1,1,2,1",2952,1,2012-11-06,1,1
"@bbc,@craft","1,1,1,1,1,1",3359,0,2012-11-06,1,NA
"@recommendo","1,1,1,1,1,1,1",3407,1,2012-11-06,1,1
"@bbc,@bbcme,@1353","1,1,1,1,1,1,2,1,1,1,1",3742,1,2012-11-06,1,3
"@bbc,@receng","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",4487,0,2012-11-06,2,NA
"@bbc,@receng,@unexp","1,1,1,1,1,1,1,1,1,1",4984,1,2012-11-06,1,1
"@recommendo","1,1,1,1,1,1,1",6574,1,2012-11-06,2,2
"@bbc,@receng","1,1,1,1",6995,0,2012-11-06,1,NA
"@bbc,@receng","1,1,1,1,1,1,1,1,1",7191,0,2012-11-06,6,NA
"@bbc,@snes,@1498","1,1,1,1,1,1",7366,1,2012-11-06,2,2
"@bbc,@planning","1,1",7467,1,2012-11-06,1,2
"@bbc,@receng","1,1,1,1,1,1,1,1,1,1,1",7619,1,2012-11-06,1,1
"@bbc,@connectedstudio","1,1,1,1,1,1,1",7938,0,2012-11-06,1,NA
"@bbc,@receng","1,1,2,1,1,1,1,1,1,1,1,1",8877,0,2012-11-06,1,NA
"@bbc,@receng","1,1,1,1,1,1,1,1,1,1,1",8878,0,2012-11-06,1,NA
"@bbc,@receng","1,1,1,1,2,1,1,1,2,1,1,1",10142,0,2012-11-06,1,NA
"@bbc,@craft","2,1,1,1,1,1,1",59,0,2012-11-07,1,NA
"@bbc,@receng","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",2370,1,2012-11-07,2,1
"@bbc,@receng","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",2933,1,2012-11-07,1,0
"@bbc,@craft","1,1,1,1,1,1",3359,0,2012-11-07,1,NA
"@bbc,@snes,@1498","1,1,1,1,1,1,1,1,1,1,2",4495,0,2012-11-07,4,2
"@bbc,@receng,@meeting","1,1,1,1,1",7437,1,2012-11-07,1,1
"@bbc,@planning","1,1",7467,0,2012-11-07,1,2
"@bbc,@receng,@meeting","1,1,1,1",7812,1,2012-11-07,2,3
"@bbc,@receng","1,1,2,1,1,1,1,1,1,1,1,1",8877,1,2012-11-07,1,0
"@bbc,@receng,@unexp","1,1,1,1,1,1,1,1,1",10179,1,2012-11-07,1,NA
"@bbc,@receng,@meeting","1,1,1,1",824,0,2012-11-08,2,NA
"@bbc,@receng,@meeting","1,1,1,1,2,1,1",825,0,2012-11-08,2,NA
"@bbc,@snes,@1498","1,1,1,1",2632,0,2012-11-08,1,1
"@bbc,@snes,@1498","1,1,1,1,1,1",4182,1,2012-11-08,2,2
"@bbc,@planning","1,1",7467,0,2012-11-08,1,NA
"@bbc,@snes,@1498","1,1,1,1,1,1,1",7802,1,2012-11-08,2,3
"@bbc,@meeting","1,1,1,1,1,1",8597,1,2012-11-08,2,2
"@bbc,@snes,@1498","1,1,1,1,1,1,1,1,1,1",10297,1,2012-11-08,2,NA
"@bbc,@snes,@1498","1,1,1,1,1,1,1,1,1,1",10616,1,2012-11-08,2,0
"@bbc,@bbcme,@meeting","1,1,1",4904,1,2012-11-09,2,1
"@bbc,@bbcme,@meeting","1,1,1",4905,1,2012-11-09,2,1
"@bbc,@bbcme,@1353","1,1,1,1,1,1,1,1",7370,1,2012-11-09,1,1
"@bbc,@planning","1,1",7467,0,2012-11-09,1,0
"@bbc,@bookclub","1,1,1,1,1",9166,1,2012-11-09,2,4
"@bbc,@snes,@1498","1,1,1,1,1,1,1,1,2,1,1,1",9237,0,2012-11-09,4,4
"@bbc,@receng,@grooming","1",1,1,2012-11-12,2,2
"@bbc,@bbcme,@grooming","1",1,1,2012-11-12,2,2
"@bbc,@snes,@1498","1,1,1,1,1,1,1",561,0,2012-11-12,2,NA
"@bbc,@snes,@1498","1,1,1,1,2,1,1,1,1,1",1745,0,2012-11-12,2,2
"@recommendo","1,1,1,1,1,1,1,1",3488,1,2012-11-12,4,4
"@clojure,@weekly","1,1,1,1,1,1",6678,1,2012-11-12,1,1
"@bbc,@planning","1,1",7467,1,2012-11-12,1,1
"@bbc,@bbcme,@meeting","1,1,1,1,1,1",7516,1,2012-11-12,2,3
"@bbc,@snes,@1498","1,1,1,1,1",7805,1,2012-11-12,1,1
"@bbc,@receng","1,1,1,1,1,1,1,1",8312,0,2012-11-12,1,NA
"@bbc,@snes,@1498","1,1,1,1,1,1,1",8334,0,2012-11-12,2,NA
"@bbc,@snes,@1498","1,1,1,1,1,1,1,1,1,1,1,1,1,1",2351,0,2012-11-13,2,NA
"@bbc,@snes,@1498","1,1,1,1,1,1,1",2618,0,2012-11-13,1,NA
"@bbc,@meeting","1,1,1,1,1,1,1,1,1",3295,0,2012-11-13,2,NA
"@bbc,@snes,@1498","1,1,1,1,1,1,1",6191,0,2012-11-13,2,NA
"@bbc,@snes,@1498","1,1,1,1,1,1,1,1,1,1,1,1,1",6221,0,2012-11-13,2,2
"@bbc,@planning","1,1",7467,1,2012-11-13,1,1
"@bbc,@receng,@meeting","1,1,1",9768,1,2012-11-13,2,2
"@bbc,@receng,@meeting","1,1,1,1,1,1,1",9769,1,2012-11-13,1,1
"@bbc,@snes,@1498","1,1,1,1,1,1,1",514,1,2012-11-14,4,5
"@bbc,@snes,@1498","1,1,1,1,1,1,1,1,1,1,1,1,1,1",2351,0,2012-11-14,2,NA
"@bbc,@snes,@1498","1,1,1,1,1,1,1",2618,1,2012-11-14,1,2
"@bbc,@craft,@sicp","1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1",4964,1,2012-11-14,1,0
"@bbc,@snes,@1498","1,1,1,1,1,1,1",6191,1,2012-11-14,2,4
"@bbc,@planning","1,1",7467,1,2012-11-14,1,2
"@bbc,@snes,@1498","1,1,1,1,1,1,1,1",7801,0,2012-11-14,4,NA
"@bbc,@recruitment","1,1,1,1",68,0,2012-11-15,1,NA
"@bbc,@receng,@1490","1,1,1",694,1,2012-11-15,2,3
"@bbc,@recruitment","1,1,1,1,1,1,1,1,1",1388,0,2012-11-15,1,NA
"@bbc,@snes,@1498","1,1,1,1,1,1,1,1,1,1,1,1,1,1",2351,0,2012-11-15,2,NA
"@bbc,@recruitment","1,1,1,1",3536,1,2012-11-15,1,2
"@bbc,@bbcme,@meeting","1,1,1,1,1",3741,1,2012-11-15,2,2
"@bbc,@bookclub,@sicp","1,1,1,1",5229,1,2012-11-15,2,4
"@bbc,@planning","1,1",7467,1,2012-11-15,1,1
"@bbc,@receng,@meeting","1,1,1,1,1,1,1",7612,1,2012-11-15,2,1
"@bbc,@snes,@1498","1,1,1,1,1,1,1,1",7801,0,2012-11-15,4,NA
"@bbc,@retrospective","1",1,0,2012-11-16,2,NA
"@bbc,@recruitment","1,1,1,1",68,1,2012-11-16,1,1
"@bbc,@recruitment","1,1,1,1,1,1,1,1,1",1388,1,2012-11-16,1,1
"@bbc,@snes,@1498","1,1,1,1,1,1",7200,0,2012-11-16,1,NA
"@bbc,@retrospective","1,1,1,1,1",7266,0,2012-11-16,1,NA
"@bbc,@planning","1,1",7467,1,2012-11-16,1,1
"@bbc,@snes,@1498","1,1,1,1,1,1,1,1",7801,0,2012-11-16,4,3
"@bbc,@snes,@1498","1,1,1,1,1,1,1",8338,0,2012-11-16,2,NA
"@recommendo","1,1,1,1,1,1,1,1",4748,1,2012-11-17,1,1
"@recommendo","1,1,1,1,1,1,1,1,2,1,1,1,1,1",6162,1,2012-11-17,1,1
"@recommendo","1,1,1,1,1,1",7016,1,2012-11-17,1,1
"@recommendo","1,1,1,1,1,1,1",8996,1,2012-11-17,2,5
"@recommendo","1,1,1,1,1,1,1,1,1",9054,0,2012-11-17,2,NA
"@sicp","1,1,1,1,1,1",33,1,2012-11-19,1,1
"@buzz,@1553","1,1,1,1,1,1",1199,0,2012-11-19,4,NA
"@bbc,@planning,@meeting","1,1,1,1,1",3124,1,2012-11-19,4,3
"@bbc,@bbcme,@1534","1,1",4626,1,2012-11-19,2,2
"@sicp","1,1,1,1,1,1",4809,1,2012-11-19,1,1
"@bbc,@connectedstudio,@meeting","1,1,1,1,1,1,1,1,1,1,1",5663,1,2012-11-19,1,1
"@bbc,@snes,@1498","1,1,1,1,2,1,1",6139,1,2012-11-19,1,1
"@bbc,@snes,@1498","1,1,1,1,1,1,1,1",7250,0,2012-11-19,1,NA
"@bbc,@planning","1,1",7467,1,2012-11-19,1,1
"@bbc,@receng,@planning","1,1,1,1,1,1",7649,1,2012-11-19,1,2
"@bbc,@snes,@1498","1,1,1,1",7818,0,2012-11-19,1,NA
"@bbc,@bbcme,@1353","1,1,1,1,1,1,1,1",10984,1,2012-11-19,2,1
"@bbc,@snes,@1498","1,1,1,1,1,1,1,1",3021,1,2012-11-20,1,2
"@bbc,@bbcme,@1534","1,1,1,1,1,1,1",3546,0,2012-11-20,4,4
"@recommendo","1,1,1,1,1,1,1,1,1,2,1,1,1,1",3997,0,2012-11-20,2,NA
"@recommendo","2,1,1,1,1,1,1,1,1,1,2",3998,0,2012-11-20,1,1
"@recommendo","1,1,1,1,2,1",6809,0,2012-11-20,3,5
"@bbc,@snes,@1498","1,1,1,1,1,1,1,1",7250,1,2012-11-20,1,1
"@bbc,@snes,@1498","1,1,1,1,1",7251,0,2012-11-20,1,1
"@bbc,@planning","1,1",7467,1,2012-11-20,1,1
"@bbc,@buzz,@1553","1,1,1,1,1",8231,0,2012-11-20,1,NA
"@bbc,@sps,@1573","1,1,1,1,1",1851,0,2012-11-22,4,NA
"@bbc,@receng,@meeting","1,1,1,1,1,1,1",2765,1,2012-11-22,2,1
"@bbc,@receng,@1522","1,1,1,1,1,1,1,1,1,1,1,1",7216,1,2012-11-22,1,0
"@sicp","1,1,1,1,1,1,1,1,1",7337,1,2012-11-22,1,2
"@bbc,@planning","1,1",7467,1,2012-11-22,1,1
"@bbc,@bbcme,@meeting","1,1,1,1",7519,0,2012-11-22,3,NA
"@bbc,@buzz,@1553","1,1,1,1,1,1,1,1,1,1",8232,0,2012-11-22,2,NA
"@bbc,@receng,@1527","1,1,1,1,1,1,1,1,1",8299,0,2012-11-22,4,2
"@bbc,@bbcme,@1534","1,1,1,1",8505,0,2012-11-22,4,NA
"@sicp","1,1,1",8616,1,2012-11-22,1,2
"@recommendo","1,1,1,1,1,1,1",2423,0,2012-11-23,2,3
"@bbc,@bbcme,@1419,@meeting","1,1,1,1,1,1,1,1,1,1",4596,1,2012-11-23,2,2
"@bbc,@planning","1,1",7467,1,2012-11-23,1,2
"@bbc,@bbcme,@1566","1,1,1,1,1,1,1,1,1",7910,1,2012-11-23,4,3
"@bbc,@sps,@1573","1,1,1,1,1,1,1,1",8332,1,2012-11-23,1,1
"@bbc,@bbcme,@grooming","1",1,1,2012-11-26,2,2
"@bbc,@receng,@grooming","1",1,1,2012-11-26,2,1
"@bbc,@meeting","1,1,1,1",488,1,2012-11-26,2,2
"@bbc,@meeting","1,1,1,1",488,1,2012-11-26,2,2
"@bbc,@sps,@1573","1,1,1,1,1,1,1",2068,1,2012-11-26,2,2
"@planning","1,1,1,1,1,1,1,1,1,1,1,1,1",4074,0,2012-11-26,2,NA
"@bbc,@appraisals","1,1,1,1",4115,1,2012-11-26,1,1
"@recommendo","1,1,1,1,1",4541,0,2012-11-26,1,2
"@bbc,@planning","1,1,1,1,1,1",7469,1,2012-11-26,2,0
"@bbc,@sps,@1574","1,1,1,1,1",8414,1,2012-11-26,2,1
"@bbc,@snes,@1498","1,1,1,1,1,1,1,1,1,1,1",9242,1,2012-11-26,1,0
"@clojure,@weekly","1,1,1,1,1,1,2,1,1,1,1",10132,0,2012-11-26,1,NA
"@bbc,@buzz,@1553,@unexp","1,1,1,1,1,1,1,1,1",10813,1,2012-11-26,1,1
"@bbc,@bbcme,@1428","1,1,1",1462,1,2012-11-27,2,2
"@bbc,@buzz,@bug","1,1,1,1,1,1,1,1",4698,1,2012-11-27,3,3
"@bbc,@planning","1,1",7467,1,2012-11-27,1,1
"@bbc,@bbcme,@1566","1,1,1,1,1,1",7911,0,2012-11-27,2,3
"@recommendo","1,1,1,1,1,1",8046,1,2012-11-27,4,3
"@clojure,@weekly","1,1,1",8758,1,2012-11-27,1,1
"@bbc,@bbcme,@meeting","1,1,1,1,1,1,1,1",8873,0,2012-11-27,2,NA
"@bbc,@receng","1,1",820,0,2012-11-28,2,NA
"@bbc,@meeting","1,1,1,1,1,1,1",2193,1,2012-11-28,2,2
"@sicp","1,1,1,1",3549,0,2012-11-28,1,3
"@bbc,@bbcme,@1615","1,1,1,1,1",5210,1,2012-11-28,4,2
"@bbc,@planning","1,1",7467,1,2012-11-28,1,0
"@bbc,@bbcme,@1566","1,1,1,1,1,1,1",8506,0,2012-11-28,2,4
"@bbc,@bbcme,@1534","1,1,1,1,1,1,1,1,1,1,1",934,0,2012-11-29,2,NA
"@bbc,@bbcme","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",3410,0,2012-11-29,4,NA
"@bbc,@bbcme,@1566","1,1,1,1,1",3496,0,2012-11-29,2,3
"@bbc,@bbcme,@1615","1,1,1,1,1",5211,0,2012-11-29,1,NA
"@bbc,@bbcme,@1615","1,1,1,1,1,1",5212,0,2012-11-29,1,7
"@bbc,@planning","1,1",7467,1,2012-11-29,1,1
"@bbc,@bbcme,@1534","1,1,1,1,1,1",7496,0,2012-11-29,1,NA
"@bbc,@bbcme,@1534","1,1,1,1",7557,0,2012-11-29,1,NA
"@sicp","1,1,1,1,1",9587,1,2012-11-29,1,1
"@bbc,@showcase","1",1,0,2012-11-30,3,1
"@bbc,@bbcme,@1534","1,1,1,1,1,1,1",4829,0,2012-11-30,1,5
"@bbc,@planning","1,1",7467,0,2012-11-30,1,NA
"","1,1,1,1,1,1",7821,0,2012-11-30,4,1
"@bbc,@bbcme,@1534","1,1,1,1,1,1,1",9823,0,2012-11-30,1,1
"@bbc,@bbcme,@1563","1,1,1,1,1,1,1",10665,1,2012-11-30,2,1
"@bbc,@bbcme,@sprint","1",1,0,2012-12-03,2,NA
"@bbc,@receng,@sprint","1",1,0,2012-12-03,2,NA
"@bbc,@bbcme,@1483","1,1,1,1",1220,0,2012-12-03,1,NA
"@clojure,@weekly","1,1,1,1,1,1,1,1,1,1,1",1884,0,2012-12-03,2,NA
"@bbc,@bbcme,@1615,@unexp","1,1,1,1,1,1,1,1",4254,1,2012-12-03,1,1
"@bbc,@meeting","1,1,1,1",5077,1,2012-12-03,2,2
"@bbc,@meeting","1,1,1,1",7050,1,2012-12-03,3,0
"@bbc,@snes,@bug","1,1,1,1,1,1,1,1,1,1",7461,1,2012-12-03,2,3
"@bbc,@planning","1,1",7467,1,2012-12-03,1,1
"@bbc,@corportate","1,1,1,1,1,1,1",8413,0,2012-12-03,1,NA
"@planning","1,1,1,1",10185,1,2012-12-03,1,2
"@bbc,@bbcme,@meeting","1,1,1",2660,1,2012-12-04,2,2
"@recommendo","1,1,1,1,1,1",3337,1,2012-12-04,3,5
"@bbc,@bbcme,@1534","1,1,1,1,3,1,1,1,1,1,1,1",3523,1,2012-12-04,2,5
"@bbc,@bbcme,@1615","1,1,1,1,1,1",4267,1,2012-12-04,1,1
"@bbc,@planning","1,1",7467,1,2012-12-04,1,1
"@bbc,@corporate","1,1,1,1,1,1",7837,0,2012-12-04,1,NA
"@clojure,@weekly","1,1,1,1",8766,0,2012-12-04,1,2
"@bbc,@meeting","1,1,1,1,1,1,1",9478,1,2012-12-04,1,1
"@recommendo","1,2,1,1",9718,1,2012-12-04,1,1
"@bbc,@corporate","1,1,1,1,1,1,1",3494,1,2012-12-05,1,1
"@bbc,@snes,@1620","1,1,2,1,1,1,1",6606,1,2012-12-05,6,3
"@clojure,@conference","1,1,1",7180,0,2012-12-05,1,NA
"@bbc,@planning","1,1",7467,0,2012-12-05,1,NA
"@bbc,@snes,@1620","1,1,1,1,1,1,1",8212,1,2012-12-05,1,1
"@bbc,@corporate","1,1,1,1",8345,1,2012-12-05,1,1
"@bbc,@planning","1,1",7467,0,2012-12-07,1,NA
"@bbc,@bbcme,@grooming","1,1,1",1028,1,2012-12-10,2,1
"@bbc,@receng","1,1,1,1",1089,0,2012-12-10,1,NA
"@bbc,@planning","1,1",7467,1,2012-12-10,1,1
"@bbc,@receng,@grooming","1,1,1",7813,1,2012-12-10,2,1
"@clojure","1,1,1,1,2,1,1",10389,1,2012-12-10,NA,NA
"@bbc,@corporate,@meeting","1,1,1,1,1,1",733,0,2012-12-11,2,NA
"@bbc,@receng,@1639","1,1,1,1,1,1",2540,1,2012-12-11,1,1
"@bbc,@snes,@meeting","1,1,1,1,1",3844,1,2012-12-11,2,1
"@bbc,@corportate","1,1,1,1,1,1,1,1,1,1,1,1",6315,0,2012-12-11,1,NA
"@sicp","1,1,1,1,1,1",6776,0,2012-12-11,2,2
"@bbc,@planning","1,1",7467,1,2012-12-11,1,1
"@bbc,@receng,@1639","1,1,1,1,1,1,1,1,1,1,1",8392,1,2012-12-11,1,1
"@bbc,@receng,@1639","1,1,1,1,1,1,1,1,1",9417,0,2012-12-11,4,6
"@bbc,@receng,@1639","1,1,1,1,1,1,1",2647,0,2012-12-12,1,1
"@bbc,@receng,@1639","1,1,1,1,1,1",3087,0,2012-12-12,2,NA
"@sicp","1,1,1,1,1",3127,1,2012-12-12,1,3
"@sicp","1,1,1",3128,0,2012-12-12,2,NA
"@sicp","1,1,1,1,1,1,1",4103,0,2012-12-12,1,NA
"@bbc,@planning","1,1",7467,0,2012-12-12,1,NA
"@bbc,@receng,@1639","1,1,1,1",8219,0,2012-12-12,1,1
"@bbc,@bbcme,@meeting","1,1,1,1",814,1,2012-12-13,1,1
"@bbc,@receng,@meeting","1,1,1,1,1,1,1,1,1,1",830,0,2012-12-13,2,NA
"@sicp","1,1,1",1144,1,2012-12-13,2,2
"@bbc,@bbcme,@meeting","1,1,1,1,1",1398,1,2012-12-13,2,1
"@bbc,@receng,@1639","1,1,1",2975,1,2012-12-13,2,2
"@sicp","1,1,1",3129,1,2012-12-13,1,1
"@sicp","1,1,1,1",3361,1,2012-12-13,1,2
"@bbc,@bbcme,@meeting","1,1,1,1,1,1,1,1,1",4598,0,2012-12-13,1,NA
"@sicp","1,1,1,1,1",7168,1,2012-12-13,1,0
"@bbc,@receng,@1639","1,1,1,1,1,1,1",7397,0,2012-12-13,4,1
"@bbc,@planning","1,1",7467,1,2012-12-13,1,0
"@bbc,@retrospective","1,1,1,1,1,1",895,1,2012-12-14,3,2
"@recommendo","1,1,1,1,1,1",923,0,2012-12-14,1,NA
"@bbc,@snes,@buzz","1,1,1,1,1,1,1,1,1,1",1471,0,2012-12-14,2,NA
"@bbc,@ivote,@meeting","1,1,1,1,1,1,1",6057,1,2012-12-14,2,4
"@bbc,@planning","1,1",7467,1,2012-12-14,1,2
"@recommendo","1,1",8209,0,2012-12-14,1,1
"@bbc,@showcase","1,1,1",9390,1,2012-12-14,2,2
"@bbc,@planning","1,1",7467,0,2012-12-17,1,1
"@bbc,@planning","1,1",7467,0,2012-12-18,1,NA
"@bbc,@ivote,@corporate","1,1,1",5144,0,2012-12-21,2,NA
"@bbc,@ivote,@setup","1,1,1,1,1,1,1,1,1",5799,1,2012-12-21,2,3
"@bbc,@planning","1,1",7467,0,2012-12-21,1,NA
"@bbc,@ivote,@storm","1,1,1,1,1,1,1,1",10056,0,2012-12-21,1,3
"@wgsn,@planning","1",1,1,2013-01-06,1,1
"@personal","1,2,2,1,1,2",607,0,2013-01-06,NA,NA
"@algo","1,1,1,1,1,1,1,1,1,1,1",4714,0,2013-01-06,2,2
"@personal","1,1,1,1,1",5084,0,2013-01-06,1,NA
"@wgsn,@ins,@531","1,1,1",7028,0,2013-01-06,4,9
"@wgsn,@planning","1,1,1,1,1,1,1",10203,0,2013-01-06,1,NA
"@bbc,@corporate","1,1,1,1,1,1",42,0,2013-01-07,1,NA
"@bbc,@corporate","1,1,1",2849,0,2013-01-07,1,NA
"@bbc,@sicp","1,1,1,1,1,1,1,1",2953,0,2013-01-07,1,NA
"@bbc,@courses","1,1,1,1,1",3086,0,2013-01-07,1,NA
"@bbc,@sicp","1,1,1,1,1",3130,0,2013-01-07,1,NA
"@bbc,@sicp","1,1,1,1,1",4682,0,2013-01-07,1,NA
"@bbc,@courses","1,1,1,1,1,1,2,1,1,1,1",5023,0,2013-01-07,1,NA
"@bbc,@ivote,@setup","1,1,1,1",7135,0,2013-01-07,NA,NA
"@bbc,@planning","1,1",7467,0,2013-01-07,1,NA
"@bbc,@receng,@80509","1,1,1,1,1,1,1",7814,0,2013-01-07,1,NA
"@bbc,@receng,@80509","1,1,1,1,1,1,1,1,2,1",7815,0,2013-01-07,1,NA
"@bbc,@courses","2,1,1,1,1,1,1,1",9558,0,2013-01-07,1,NA
"@bbc,@receng,@80510","1,1,1,1,1,1,1",1669,1,2013-01-08,2,2
"@bbc,@ivote,@planning","1,1,1,1,1,1,1",5721,1,2013-01-08,2,1
"@bbc,@ivote,@planning","1,1,1,1,1",7449,1,2013-01-08,2,2
"@bbc,@planning","1,1",7467,0,2013-01-08,1,NA
"@spike,@storm","1,1,1,1,1,1,1",9186,1,2013-01-08,4,3
"@bbc,@ivote,@spike","1,1,1,1,1,1,1,1",9517,0,2013-01-08,6,5
"@bbc,@ivote,@planning","1,1,1,1,1,1,1,1",2283,0,2013-01-09,1,NA
"@bbc,@corporate","1,1,1",2849,1,2013-01-09,1,0
"@bbc,@courses","1,1,1,1,1",3086,1,2013-01-09,1,0
"@bbc,@sicp","1,1,1,1,1",3130,0,2013-01-09,1,NA
"@bbc,@ivote,@grooming","1,1,1,1,1,1,1,1,1,1,1",7144,1,2013-01-09,2,2
"@bbc,@planning","1,1",7467,1,2013-01-09,1,1
"@bbc,@courses","2,1,1,1,1,1,1,1",9558,0,2013-01-09,1,NA
"@bbc,@ivote,@spike","1,1,1,1,1,1,2",9572,0,2013-01-09,4,9
"","1,1,1,1,1",611,0,2013-01-10,NA,NA
"@bbc,@ivote,@planning","1,1,1,1,1,1,1,1",2283,1,2013-01-10,1,2
"@bbc,@sicp","1,1,1,1,1",3130,1,2013-01-10,4,4
"@bbc,@sicp","1,1,1,1,1,1",5582,1,2013-01-10,1,1
"@bbc,@sicp","1,1",5703,1,2013-01-10,2,2
"@bbc,@planning","1,1",7467,1,2013-01-10,1,1
"@bbc,@courses","2,1,1,1,1,1,1,1",9558,0,2013-01-10,1,NA
"@bbc,@ivote,@2257","1,1,1,1,1,1,1,1,1",9573,1,2013-01-10,4,5
"","1,1,1,1,1,1,1,1,1,1,1",427,0,2013-01-11,1,NA
"@bbc,@ivote,@2258","1,1,1,1",2418,1,2013-01-11,3,0
"@bbc,@ivote,@2257","1,1,1,1,1,1,1",4347,1,2013-01-11,2,3
"@bbc,@ivote,@2258","1,1,1,1",4870,1,2013-01-11,2,0
"@bbc,@ivote,@2258","1,1,1,1,1,1,1,1,1",5357,0,2013-01-11,2,3
"@bbc,@ivote,@meeting","1,1,1,1,1,1,1,1,1,1,1",5656,1,2013-01-11,1,1
"@bbc,@ivote,@meeting","1,1,1,1,1,1,1,1,1",6822,1,2013-01-11,2,4
"@bbc,@planning","1,1",7467,0,2013-01-11,1,NA
"@clojure,@weekly","1,1,1,1,1,1",1377,0,2013-01-14,3,NA
"@bbc,@ivote,@2292","1,1,1,1,1,1,1,1,1,1,1,1",1981,1,2013-01-14,2,3
"@bbc,@ivote,@2292","1,1,1,1,1,1,1",1982,1,2013-01-14,1,2
"@bbc,@ivote,@2292","1,1,1,1,1",1983,1,2013-01-14,1,1
"@bbc,@ivote,@2294","1,1,1,1,1,1,1,1,1,1,1",4467,0,2013-01-14,6,4
"@bbc,@planning","1,1",7467,1,2013-01-14,1,2
"@bbc,@ivote,@2291","1,1,1,1",2978,1,2013-01-15,4,7
"@bbc,@ivote,@2228","1,1,1,1,1,1,1,1,1",3180,1,2013-01-15,2,1
"@bbc,@ivote,@2291","1,1",4386,1,2013-01-15,1,1
"@bbc,@ivote,@2228","1,1,1,1,1,1,1,1,1,1",4445,0,2013-01-15,2,NA
"@bbc,@snes","1,1,1,1,1,1,1,1,1,1",4492,1,2013-01-15,2,2
"@bbc,@ivote,@2294","1,1,1",4690,0,2013-01-15,4,NA
"@bbc,@ivote,@2292","1,1,1,1,1,1,1",5359,0,2013-01-15,1,2
"@bbc,@planning","1,1",7467,1,2013-01-15,1,1
"@bbc,@ivote,@2291","1,1,1,1,1,1,1",9251,1,2013-01-15,2,2
